,meta_begin,meta_end,meta_id,utterance,file,video,T,A,V,TA,VA,TV,TAF,TAV
90,202.01,204.35,1053,Umm...,Ses01M_impro06_M025,videos_indirect/indirect_90_Ses01M_impro06_left.mp4,-0.1482055602814942,-0.1100001827030804,-0.5022779193815188,0.0442561611633459,-0.2432937566807906,-0.5292268752871502,-0.0651938797783447,-0.4084083905689338
91,157.119,159.4208,2023,I know.,Ses02M_impro03_M026,videos_indirect/indirect_91_Ses02M_impro03_left.mp4,0.216194039356225,0.4557580196853341,1.5172959632909135,0.9694284610137645,1.4993524986352231,1.4786296655770317,1.1935677628433194,1.1129844362563983
92,99.6566,102.5586,2073,it- it'll work out fine.,Ses02M_impro08_M010,videos_indirect/indirect_92_Ses02M_impro08_left.mp4,-0.1655913591968225,0.0247345690374989,0.1677123500811947,-0.3365267650788547,0.4476720000386149,0.3336526013470144,0.2510436641709554,-0.0035280034299961
93,73.75,81.39,3086,I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--,Ses03M_impro05a_F012,videos_indirect/indirect_93_Ses03M_impro05a_right.mp4,-0.4439368632181942,-0.3820424157881517,0.9403581228874484,-0.059786556761186,-0.2603745059385042,-0.2191592969115688,-0.202479055578267,0.0083198918269746
94,80.1825,84.32,1063,Professional softball player Malibu. [LAUGHTER],Ses01M_impro07_M011,videos_indirect/indirect_94_Ses01M_impro07_left.mp4,0.8576019755367696,1.243614219046684,1.827313854207308,1.4592207976234706,1.72300569885296,1.4863421203195526,1.3650500114889372,1.2115727203509927
95,60.1186,66.44,3006,"No, no, no, because there are other people in line.  You have to go get a complete new application.",Ses03M_impro01_F009,videos_indirect/indirect_95_Ses03M_impro01_right.mp4,-0.3732270541620811,-0.5329725169002435,-0.2006363482405879,-0.5334406951421412,-0.5694370929599333,-0.7650405066395396,-0.488626136476552,-0.5802512155261874
96,35.57,38.54,1057,Thank you.,Ses01F_impro06_F004,videos_indirect/indirect_96_Ses01F_impro06_left.mp4,0.7402457548612906,-0.4527638523776881,-0.3196197211251648,0.0596134055511462,-0.2266136286583009,-0.3429487064972605,-0.318423998341041,0.1184453736204975
97,206.4065,211.6854,3103,"I'm, I'm sorry you chose to live there um--",Ses03M_impro08a_M022,videos_indirect/indirect_97_Ses03M_impro08a_left.mp4,-0.3969117686857791,0.029781035331514,0.0880214860010378,0.0577478098122917,0.1099803276914109,-0.310883919686512,-0.2327170892094092,-0.2389302066981435
98,172.27,175.43,2057,I'm gonna forget him.,Ses02F_impro06_F011,videos_indirect/indirect_98_Ses02F_impro06_left.mp4,-0.804238303990313,-0.9786851211977452,-0.7005443400932737,-1.2566946131953367,-1.190158873444907,-0.8547511229465693,-1.2693822099434935,-1.4756656005351372
99,156.56,164.14,4074,You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.,Ses04F_impro08_M016,videos_indirect/indirect_99_Ses04F_impro08_right.mp4,-0.767566125058746,-0.6125103765013421,-1.234896755315137,-1.4875396185725978,-1.1958666597549512,-1.2861051136633956,-1.321895749659011,-1.0432295601621204
