,meta_begin,meta_end,meta_id,Y,utterance,file,video,T,A,V,TA,VA,TV,TAF,TAV
88,24.125,28.9002,3006,1.5,"Sir, you completely filled this out wrong.",Ses03M_impro01_F002,videos_indirect/indirect_88_Ses03M_impro01_right.mp4,0.09359015110841795,1.2374047962499026,1.5165666403898934,1.3698455917517323,1.453265137048615,1.234137461467891,1.7146328376954192,1.5059387699513747
89,143.78,146.36,3077,3.0,is what's going to happen.,Ses03F_impro08_F025,videos_indirect/indirect_89_Ses03F_impro08_left.mp4,1.3653810847924484,0.960804592897158,0.9847884903974318,1.2064640641502955,0.9243724059093075,0.5350797072611617,1.6975287616055281,1.4957119457315515
90,202.01,204.35,1053,3.0,Umm...,Ses01M_impro06_M025,videos_indirect/indirect_90_Ses01M_impro06_left.mp4,-0.5265733376385482,-0.7811460491584887,-0.6161208460867099,-0.6720937249634301,-0.3520644259522228,-0.3441362224562572,-0.1937709132769772,-0.6855359769614884
91,157.119,159.4208,2023,4.5,I know.,Ses02M_impro03_M026,videos_indirect/indirect_91_Ses02M_impro03_left.mp4,-0.4813861544528013,-0.32742669314299633,0.02470629312737741,-0.2694969774510191,-0.22813750128470442,-0.05845125509558021,-0.3899458558697026,-0.01051591506903593
92,99.6566,102.5586,2073,3.0,it- it'll work out fine.,Ses02M_impro08_M010,videos_indirect/indirect_92_Ses02M_impro08_left.mp4,0.7525370595419916,0.2577420922664767,-0.24951093889878484,-0.07195124496884794,0.31420618400187705,0.0992599892756026,0.14128161593440408,0.38116247232267286
93,73.75,81.39,3086,2.5,I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--,Ses03M_impro05a_F012,videos_indirect/indirect_93_Ses03M_impro05a_right.mp4,0.07351309949820775,0.22919140408063676,0.45594413471413975,0.25984148846940025,0.870213707335485,0.9504850670729346,0.22498219774114178,0.7606767143072304
94,80.1825,84.32,1063,4.0,Professional softball player Malibu. [LAUGHTER],Ses01M_impro07_M011,videos_indirect/indirect_94_Ses01M_impro07_left.mp4,-1.1146868780504975,0.6895248250532932,0.5126437446257811,0.8682211826690694,1.014617683999187,0.6804708864127258,1.0584463864043177,0.969901718899052
95,60.1186,66.44,3006,2.5,"No, no, no, because there are other people in line.  You have to go get a complete new application.",Ses03M_impro01_F009,videos_indirect/indirect_95_Ses03M_impro01_right.mp4,0.19495149679263984,0.28444573764355835,0.9409829767671755,0.342572920116087,0.7244488862798532,0.677701386416726,1.1444396856311645,1.4166470067560981
96,35.57,38.54,1057,3.5,Thank you.,Ses01F_impro06_F004,videos_indirect/indirect_96_Ses01F_impro06_left.mp4,0.03312759516869457,0.09119681737102034,-0.4688017513941938,-0.2916472422373055,-0.5050633821682927,-0.6404630463856327,-0.1237427421561814,-0.3250267311979623
97,206.4065,211.6854,3103,2.5,"I'm, I'm sorry you chose to live there um--",Ses03M_impro08a_M022,videos_indirect/indirect_97_Ses03M_impro08a_left.mp4,0.1621547331144353,0.7323894782626122,0.8674244684590794,1.017032336023422,1.1033734424347006,1.189256926031256,1.3803494679288901,1.4065426575575164
98,172.27,175.43,2057,1.3333,I'm gonna forget him.,Ses02F_impro06_F011,videos_indirect/indirect_98_Ses02F_impro06_left.mp4,0.02313887075163562,-0.5172367324643264,0.13453158541771737,-0.44070027171932996,-0.3608723892717156,0.5772194938693359,-0.5824188547582341,0.24604252068550608
99,156.56,164.14,4074,2.0,You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.,Ses04F_impro08_M016,videos_indirect/indirect_99_Ses04F_impro08_right.mp4,-0.15519508952043407,-0.3024984430482399,-0.35900031950141253,-0.30446436349889106,-0.34894453166045547,-0.4251499494621027,-0.24487247357822184,-0.22388587944229613
